id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,class,percentmale,percentfemale,preevolution,egggroup1,egggroup2
441,441,Chatot,Chatot,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,4.2 lbs.,"1'08""",Music Note Pokemon,0.5,0.5,,Flying,
442,442,Spiritomb,Spiritomb,Ghost,,Pressure,,Infiltrator,50,92,108,92,108,35,485,238.1 lbs.,"3'03""",Forbidden Pokemon,0.5,0.5,,Amorphous,
443,443,Gible,Gible,Dragon,Ground,Sand Veil,,Rough Skin,58,70,45,40,45,42,300,45.2 lbs.,"2'04""",Land Shark Pokemon,0.5,0.5,,Monster,Dragon
444,444,Gabite,Gabite,Dragon,Ground,Sand Veil,,Rough Skin,68,90,65,50,55,82,410,123.5 lbs.,"4'07""",Cave Pokemon,0.5,0.5,Gible,Monster,Dragon
445,445,Garchomp,Garchomp,Dragon,Ground,Sand Veil,,Rough Skin,108,130,95,80,85,102,600,209.4 lbs.,"6'03""",Mach Pokemon,0.5,0.5,Gabite,Monster,Dragon
446,446,Munchlax,Munchlax,Normal,,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,390,231.5 lbs.,"2'00""",Big Eater Pokemon,0.875,0.125,,Undiscovered,
447,447,Riolu,Riolu,Fighting,,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,285,44.5 lbs.,"2'04""",Emanation Pokemon,0.875,0.125,,Undiscovered,
448,448,Lucario,Lucario,Fighting,Steel,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,525,119.0 lbs.,"3'11""",Aura Pokemon,0.875,0.125,Riolu,Field,Human-Like
449,449,Hippopotas,Hippopotas,Ground,,Sand Stream,,Sand Force,68,72,78,38,42,32,330,109.1 lbs.,"2'07""",Hippo Pokemon,0.5,0.5,,Field,
450,450,Hippowdon,Hippowdon,Ground,,Sand Stream,,Sand Force,108,112,118,68,72,47,525,661.4 lbs.,"6'07""",Heavyweight Pokemon,0.5,0.5,Hippopotas,Field,
451,451,Skorupi,Skorupi,Poison,Bug,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,330,26.5 lbs.,"2'07""",Scorpion Pokemon,0.5,0.5,,Bug,Water 3
452,452,Drapion,Drapion,Poison,Dark,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,500,135.6 lbs.,"4'03""",Ogre Scorpion Pokemon,0.5,0.5,Skorupi,Bug,Water 3
453,453,Croagunk,Croagunk,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,300,50.7 lbs.,"2'04""",Toxic Mouth Pokemon,0.5,0.5,,Human-Like,
454,454,Toxicroak,Toxicroak,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,490,97.9 lbs.,"4'03""",Toxic Mouth Pokemon,0.5,0.5,Croagunk,Human-Like,
455,455,Carnivine,Carnivine,Grass,,Levitate,,,74,100,72,90,72,46,454,59.5 lbs.,"4'07""",Bug Catcher Pokemon,0.5,0.5,,Grass,
456,456,Finneon,Finneon,Water,,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,330,15.4 lbs.,"1'04""",Wing Fish Pokemon,0.5,0.5,,Water 2,
457,457,Lumineon,Lumineon,Water,,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,460,52.9 lbs.,"3'11""",Neon Pokemon,0.5,0.5,Finneon,Water 2,
458,458,Mantyke,Mantyke,Water,Flying,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,345,143.3 lbs.,"3'03""",Kite Pokemon,0.5,0.5,,Undiscovered,
459,459,Snover,Snover,Grass,Ice,Snow Warning,,Soundproof,60,62,50,62,60,40,334,111.3 lbs.,"3'03""",Frost Tree Pokemon,0.5,0.5,,Monster,Grass
460,460,Abomasnow,Abomasnow,Grass,Ice,Snow Warning,,Soundproof,90,92,75,92,85,60,494,298.7 lbs.,"7'03""",Frost Tree Pokemon,0.5,0.5,Snover,Monster,Grass
461,461,Weavile,Weavile,Dark,Ice,Pressure,,Pickpocket,70,120,65,45,85,125,510,75.0 lbs.,"3'07""",Sharp Claw Pokemon,0.5,0.5,Sneasel,Field,
462,462,Magnezone,Magnezone,Electric,Steel,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,535,396.8 lbs.,"3'11""",Magnet Area Pokemon,0.5,0.5,Magneton,Mineral,
463,463,Lickilicky,Lickilicky,Normal,,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,515,308.6 lbs.,"5'07""",Licking Pokemon,0.5,0.5,Lickitung,Monster,
464,464,Rhyperior,Rhyperior,Ground,Rock,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,535,623.5 lbs.,"7'10""",Drill Pokemon,0.5,0.5,Rhydon,Monster,Field
465,465,Tangrowth,Tangrowth,Grass,,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,535,283.5 lbs.,"6'07""",Vine Pokemon,0.5,0.5,Tangela,Grass,
466,466,Electivire,Electivire,Electric,,Motor Drive,,Vital Spirit,75,123,67,95,85,95,540,305.6 lbs.,"5'11""",Thunderbolt Pokemon,0.5,0.5,Electabuzz,Human-Like,
467,467,Magmortar,Magmortar,Fire,,Flame Body,,Vital Spirit,75,95,67,125,95,83,540,149.9 lbs.,"5'03""",Blast Pokemon,0.5,0.5,Magmar,Human-Like,
468,468,Togekiss,Togekiss,Fairy,Flying,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,545,83.8 lbs.,"4'11""",Jubilee Pokemon,0.875,0.125,Togetic,Flying,Fairy
469,469,Yanmega,Yanmega,Bug,Flying,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,515,113.5 lbs.,"6'03""",Ogre Darner Pokemon,0.5,0.5,Yanma,Bug,
470,470,Leafeon,Leafeon,Grass,,Leaf Guard,,Chlorophyll,65,110,130,60,65,95,525,56.2 lbs.,"3'03""",Verdant Pokemon,0.875,0.125,Eevee,Field,
471,471,Glaceon,Glaceon,Ice,,Snow Cloak,,Ice Body,65,60,110,130,95,65,525,57.1 lbs.,"2'07""",Fresh Snow Pokemon,0.875,0.125,Eevee,Field,
472,472,Gliscor,Gliscor,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,510,93.7 lbs.,"6'07""",Fang Scorpion Pokemon,0.5,0.5,Gligar,Bug,
473,473,Mamoswine,Mamoswine,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,530,641.5 lbs.,"8'02""",Twin Tusk Pokemon,0.5,0.5,Piloswine,Field,
474,474,Porygon-Z,Porygon-Z,Normal,,Adaptability,Download,Analytic,85,80,70,135,75,90,535,75.0 lbs.,"2'11""",Virtual Pokemon,,,Porygon2,Mineral,
475,475,Gallade,Gallade,Psychic,Fighting,Steadfast,,Justified,68,125,65,65,115,80,518,114.6 lbs.,"5'03""",Blade Pokemon,1,0,Kirlia,Amorphous,
476,476,Probopass,Probopass,Rock,Steel,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,749.6 lbs.,"4'07""",Compass Pokemon,0.5,0.5,Nosepass,Mineral,
477,477,Dusknoir,Dusknoir,Ghost,,Pressure,,Frisk,45,100,135,65,135,45,525,235.0 lbs.,"7'03""",Gripper Pokemon,0.5,0.5,Dusclops,Amorphous,
478,478,Froslass,Froslass,Ice,Ghost,Snow Cloak,,Cursed Body,70,80,70,80,70,110,480,58.6 lbs.,"4'03""",Snow Land Pokemon,0,1,Snorunt,Fairy,Mineral
479,479,Rotom,Rotom (Rotom),Electric,Ghost,Levitate,,,50,50,77,95,77,91,440,0.7 lbs.,"1'00""",Plasma Pokemon,,,,Amorphous,
480,480,Uxie,Uxie,Psychic,,Levitate,,,75,75,130,75,130,95,580,0.7 lbs.,"1'00""",Knowledge Pokemon,,,,Undiscovered,
481,481,Mesprit,Mesprit,Psychic,,Levitate,,,80,105,105,105,105,80,580,0.7 lbs.,"1'00""",Emotion Pokemon,,,,Undiscovered,
482,482,Azelf,Azelf,Psychic,,Levitate,,,75,125,70,125,70,115,580,0.7 lbs.,"1'00""",Willpower Pokemon,,,,Undiscovered,
483,483,Dialga,Dialga,Steel,Dragon,Pressure,,Telepathy,100,120,120,150,100,90,680,1505.8 lbs.,"17'09""",Temporal Pokemon,,,,Undiscovered,
484,484,Palkia,Palkia,Water,Dragon,Pressure,,Telepathy,90,120,100,150,120,100,680,740.8 lbs.,"13'09""",Spatial Pokemon,,,,Undiscovered,
485,485,Heatran,Heatran,Fire,Steel,Flash Fire,,Flame Body,91,90,106,130,106,77,600,948.0 lbs.,"5'07""",Lava Dome Pokemon,0.5,0.5,,Undiscovered,
486,486,Regigigas,Regigigas,Normal,,Slow Start,,,110,160,110,80,110,100,670,925.9 lbs.,"12'02""",Colossal Pokemon,,,,Undiscovered,
487,487,Giratina,Giratina (Altered Forme),Ghost,Dragon,Pressure,,Telepathy,150,100,120,100,120,90,680,1653.5 lbs.,"14'09""",Renegade Pokemon,,,,Undiscovered,
488,488,Cresselia,Cresselia,Psychic,,Levitate,,,120,70,120,75,130,85,600,188.7 lbs.,"4'11""",Lunar Pokemon,,,,Undiscovered,
489,489,Phione,Phione,Water,,Hydration,,,80,80,80,80,80,80,480,6.8 lbs.,"1'04""",Sea Drifter Pokemon,,,,Water 1,Fairy
490,490,Manaphy,Manaphy,Water,,Hydration,,,100,100,100,100,100,100,600,3.1 lbs.,"1'00""",Seafaring Pokemon,,,,Water 1,Fairy
491,491,Darkrai,Darkrai,Dark,,Bad Dreams,,,70,90,90,135,90,125,600,111.3 lbs.,"4'11""",Pitch-Black Pokemon,,,,Undiscovered,
492,492,Shaymin,Shaymin (Land Forme),Grass,,Natural Cure,,,100,100,100,100,100,100,600,4.6 lbs.,"0'08""",Gratitude Pokemon,,,,Undiscovered,
493,493,Arceus,Arceus (Normal),Normal,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",Alpha Pokemon,,,,Undiscovered,
494,494,Victini,Victini,Psychic,Fire,Victory Star,,,100,100,100,100,100,100,600,8.8 lbs.,"1'04""",Victory Pokemon,0,1,,Undiscovered,
495,495,Snivy,Snivy,Grass,,Overgrow,,Contrary,45,45,55,45,55,63,308,17.9 lbs.,"2'00""",Grass Snake Pokemon,0.875,0.125,,Field,Grass
496,496,Servine,Servine,Grass,,Overgrow,,Contrary,60,60,75,60,75,83,413,35.3 lbs.,"2'07""",Grass Snake Pokemon,0.875,0.125,Snivy,Field,Grass
497,497,Serperior,Serperior,Grass,,Overgrow,,Contrary,75,75,95,75,95,113,528,138.9 lbs.,"10'10""",Regal Pokemon,0.875,0.125,Servine,Field,Grass
498,498,Tepig,Tepig,Fire,,Blaze,,Thick Fat,65,63,45,45,45,45,308,21.8 lbs.,"1'08""",Fire Pig Pokemon,0.875,0.125,,Field,
499,499,Pignite,Pignite,Fire,Fighting,Blaze,,Thick Fat,90,93,55,70,55,55,418,122.4 lbs.,"3'03""",Fire Pig Pokemon,0.875,0.125,Tepig,Field,
500,500,Emboar,Emboar,Fire,Fighting,Blaze,,Reckless,110,123,65,100,65,65,528,330.7 lbs.,"5'03""",Mega Fire Pig Pokemon,0.875,0.125,Pignite,Field,
501,501,Oshawott,Oshawott,Water,,Torrent,,Shell Armor,55,55,45,63,45,45,308,13.0 lbs.,"1'08""",Sea Otter Pokemon,0.875,0.125,,Field,
502,502,Dewott,Dewott,Water,,Torrent,,Shell Armor,75,75,60,83,60,60,413,54.0 lbs.,"2'07""",Discipline Pokemon,0.875,0.125,Oshawott,Field,
503,503,Samurott,Samurott,Water,,Torrent,,Shell Armor,95,100,85,108,70,70,528,208.6 lbs.,"4'11""",Formidable Pokemon,0.875,0.125,Dewott,Field,
504,504,Patrat,Patrat,Normal,,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,25.6 lbs.,"1'08""",Scout Pokemon,0.5,0.5,,Field,
505,505,Watchog,Watchog,Normal,,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,59.5 lbs.,"3'07""",Lookout Pokemon,0.5,0.5,Patrat,Field,
506,506,Lillipup,Lillipup,Normal,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,9.0 lbs.,"1'04""",Puppy Pokemon,0.5,0.5,,Field,
507,507,Herdier,Herdier,Normal,,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,32.4 lbs.,"2'11""",Loyal Dog Pokemon,0.5,0.5,Lillipup,Field,
508,508,Stoutland,Stoutland,Normal,,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,134.5 lbs.,"3'11""",Big-Hearted Pokemon,0.5,0.5,Herdier,Field,
509,509,Purrloin,Purrloin,Dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,281,22.3 lbs.,"1'04""",Devious Pokemon,0.5,0.5,,Field,
510,510,Liepard,Liepard,Dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,446,82.7 lbs.,"3'07""",Cruel Pokemon,0.5,0.5,Purrloin,Field,
511,511,Pansage,Pansage,Grass,,Gluttony,,Overgrow,50,53,48,53,48,64,316,23.1 lbs.,"2'00""",Grass Monkey Pokemon,0.875,0.125,,Field,
512,512,Simisage,Simisage,Grass,,Gluttony,,Overgrow,75,98,63,98,63,101,498,67.2 lbs.,"3'07""",Thorn Monkey Pokemon,0.875,0.125,Pansage,Field,
513,513,Pansear,Pansear,Fire,,Gluttony,,Blaze,50,53,48,53,48,64,316,24.3 lbs.,"2'00""",High Temp Pokemon,0.875,0.125,,Field,
514,514,Simisear,Simisear,Fire,,Gluttony,,Blaze,75,98,63,98,63,101,498,61.7 lbs.,"3'03""",Ember Pokemon,0.875,0.125,Pansear,Field,
515,515,Panpour,Panpour,Water,,Gluttony,,Torrent,50,53,48,53,48,64,316,29.8 lbs.,"2'00""",Spray Pokemon,0.875,0.125,,Field,
516,516,Simipour,Simipour,Water,,Gluttony,,Torrent,75,98,63,98,63,101,498,63.9 lbs.,"3'03""",Geyser Pokemon,0.875,0.125,Panpour,Field,
517,517,Munna,Munna,Psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,51.4 lbs.,"2'00""",Dream Eater Pokemon,0.5,0.5,,Field,
518,518,Musharna,Musharna,Psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,133.4 lbs.,"3'07""",Drowsing Pokemon,0.5,0.5,Munna,Field,
519,519,Pidove,Pidove,Normal,Flying,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,4.6 lbs.,"1'00""",Tiny Pigeon Pokemon,0.5,0.5,,Flying,
520,520,Tranquill,Tranquill,Normal,Flying,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,33.1 lbs.,"2'00""",Wild Pigeon Pokemon,0.5,0.5,Pidove,Flying,
521,521,Unfezant,Unfezant,Normal,Flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,63.9 lbs.,"3'11""",Proud Pokemon,0.5,0.5,Tranquill,Flying,
522,522,Blitzle,Blitzle,Electric,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,65.7 lbs.,"2'07""",Electrified Pokemon,0.5,0.5,,Field,
523,523,Zebstrika,Zebstrika,Electric,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,175.3 lbs.,"5'03""",Thunderbolt Pokemon,0.5,0.5,Blitzle,Field,
524,524,Roggenrola,Roggenrola,Rock,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,39.7 lbs.,"1'04""",Mantle Pokemon,0.5,0.5,,Mineral,
525,525,Boldore,Boldore,Rock,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,224.9 lbs.,"2'11""",Ore Pokemon,0.5,0.5,Roggenrola,Mineral,
526,526,Gigalith,Gigalith,Rock,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,573.2 lbs.,"5'07""",Compressed Pokemon,0.5,0.5,Boldore,Mineral,
527,527,Woobat,Woobat,Psychic,Flying,Unaware,Klutz,Simple,65,45,43,55,43,72,323,4.6 lbs.,"1'04""",Bat Pokemon,0.5,0.5,,Field,Flying
528,528,Swoobat,Swoobat,Psychic,Flying,Unaware,Klutz,Simple,67,57,55,77,55,114,425,23.1 lbs.,"2'11""",Courting Pokemon,0.5,0.5,Woobat,Field,Flying
529,529,Drilbur,Drilbur,Ground,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,18.7 lbs.,"1'00""",Mole Pokemon,0.5,0.5,,Field,
530,530,Excadrill,Excadrill,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,89.1 lbs.,"2'04""",Subterrene Pokemon,0.5,0.5,Drilbur,Field,
531,531,Audino,Audino,Normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,68.3 lbs.,"3'07""",Hearing Pokemon,0.5,0.5,,Fairy,
532,532,Timburr,Timburr,Fighting,,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,27.6 lbs.,"2'00""",Muscular Pokemon,0.75,0.25,,Human-Like,
533,533,Gurdurr,Gurdurr,Fighting,,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,88.2 lbs.,"3'11""",Muscular Pokemon,0.75,0.25,Timburr,Human-Like,
534,534,Conkeldurr,Conkeldurr,Fighting,,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,191.8 lbs.,"4'07""",Muscular Pokemon,0.75,0.25,Gurdurr,Human-Like,
535,535,Tympole,Tympole,Water,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,9.9 lbs.,"1'08""",Tadpole Pokemon,0.5,0.5,,Water 1,
536,536,Palpitoad,Palpitoad,Water,Ground,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,37.5 lbs.,"2'07""",Vibration Pokemon,0.5,0.5,Tympole,Water 1,
537,537,Seismitoad,Seismitoad,Water,Ground,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,136.7 lbs.,"4'11""",Vibration Pokemon,0.5,0.5,Palpitoad,Water 1,
538,538,Throh,Throh,Fighting,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,122.4 lbs.,"4'03""",Judo Pokemon,1,0,,Human-Like,
539,539,Sawk,Sawk,Fighting,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,112.4 lbs.,"4'07""",Karate Pokemon,1,0,,Human-Like,
540,540,Sewaddle,Sewaddle,Bug,Grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,5.5 lbs.,"1'00""",Sewing Pokemon,0.5,0.5,,Bug,
541,541,Swadloon,Swadloon,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,16.1 lbs.,"1'08""",Leaf-Wrapped Pokemon,0.5,0.5,Sewaddle,Bug,
542,542,Leavanny,Leavanny,Bug,Grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,45.2 lbs.,"3'11""",Nurturing Pokemon,0.5,0.5,Swadloon,Bug,
543,543,Venipede,Venipede,Bug,Poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,11.7 lbs.,"1'04""",Centipede Pokemon,0.5,0.5,,Bug,
544,544,Whirlipede,Whirlipede,Bug,Poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,129.0 lbs.,"3'11""",Curlipede Pokemon,0.5,0.5,Venipede,Bug,
545,545,Scolipede,Scolipede,Bug,Poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,442.0 lbs.,"8'02""",Megapede Pokemon,0.5,0.5,Whirlipede,Bug,
546,546,Cottonee,Cottonee,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,1.3 lbs.,"1'00""",Cotton Puff Pokemon,0.5,0.5,,Grass,Fairy
547,547,Whimsicott,Whimsicott,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,14.6 lbs.,"2'04""",Windveiled Pokemon,0.5,0.5,Cottonee,Grass,Fairy
548,548,Petilil,Petilil,Grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,14.6 lbs.,"1'08""",Bulb Pokemon,0,1,,Grass,
549,549,Lilligant,Lilligant,Grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,35.9 lbs.,"3'07""",Flowering Pokemon,0,1,Petilil,Grass,
550,550,Basculin,Basculin (Red-Striped Form),Water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7 lbs.,"3'03""",Hostile Pokemon,0.5,0.5,,Water 2,
551,551,Sandile,Sandile,Ground,Dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,33.5 lbs.,"2'04""",Desert Croc Pokemon,0.5,0.5,,Field,
552,552,Krokorok,Krokorok,Ground,Dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,73.6 lbs.,"3'03""",Desert Croc Pokemon,0.5,0.5,Sandile,Field,
553,553,Krookodile,Krookodile,Ground,Dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,212.3 lbs.,"4'11""",Intimidation Pokemon,0.5,0.5,Krokorok,Field,
554,554,Darumaka,Darumaka,Fire,,Hustle,,Inner Focus,70,90,45,15,45,50,315,82.7 lbs.,"2'00""",Zen Charm Pokemon,0.5,0.5,,Field,
555,555,Darmanitan,Darmanitan (Standard Mode),Fire,,Sheer Force,,Zen Mode,105,140,55,30,55,95,480,204.8 lbs.,"4'03""",Blazing Pokemon,0.5,0.5,Darumaka,Field,
556,556,Maractus,Maractus,Grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,61.7 lbs.,"3'03""",Cactus Pokemon,0.5,0.5,,Grass,
557,557,Dwebble,Dwebble,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,32.0 lbs.,"1'00""",Rock Inn Pokemon,0.5,0.5,,Bug,Mineral
558,558,Crustle,Crustle,Bug,Rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,440.9 lbs.,"4'07""",Stone Home Pokemon,0.5,0.5,Dwebble,Bug,Mineral
559,559,Scraggy,Scraggy,Dark,Fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,26.0 lbs.,"2'00""",Shedding Pokemon,0.5,0.5,,Field,Dragon
560,560,Scrafty,Scrafty,Dark,Fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,66.1 lbs.,"3'07""",Hoodlum Pokemon,0.5,0.5,Scraggy,Field,Dragon
561,561,Sigilyph,Sigilyph,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,30.9 lbs.,"4'07""",Avianoid Pokemon,0.5,0.5,,Flying,
562,562,Yamask,Yamask,Ghost,,Mummy,,,38,30,85,55,65,30,303,3.3 lbs.,"1'08""",Spirit Pokemon,0.5,0.5,,Mineral,Amorphous
563,563,Cofagrigus,Cofagrigus,Ghost,,Mummy,,,58,50,145,95,105,30,483,168.7 lbs.,"5'07""",Coffin Pokemon,0.5,0.5,Yamask,Mineral,Amorphous
564,564,Tirtouga,Tirtouga,Water,Rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,36.4 lbs.,"2'04""",Prototurtle Pokemon,0.875,0.125,,Water 1,Water 3
565,565,Carracosta,Carracosta,Water,Rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,178.6 lbs.,"3'11""",Prototurtle Pokemon,0.875,0.125,Tirtouga,Water 1,Water 3
566,566,Archen,Archen,Rock,Flying,Defeatist,,,55,112,45,74,45,70,401,20.9 lbs.,"1'08""",First Bird Pokemon,0.875,0.125,,Flying,Water 3
567,567,Archeops,Archeops,Rock,Flying,Defeatist,,,75,140,65,112,65,110,567,70.5 lbs.,"4'07""",First Bird Pokemon,0.875,0.125,Archen,Flying,Water 3
568,568,Trubbish,Trubbish,Poison,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,68.3 lbs.,"2'00""",Trash Bag Pokemon,0.5,0.5,,Mineral,
569,569,Garbodor,Garbodor,Poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,236.6 lbs.,"6'03""",Trash Heap Pokemon,0.5,0.5,Trubbish,Mineral,
570,570,Zorua,Zorua,Dark,,Illusion,,,40,65,40,80,40,65,330,27.6 lbs.,"2'04""",Tricky Fox Pokemon,0.875,0.125,,Field,
571,571,Zoroark,Zoroark,Dark,,Illusion,,,60,105,60,120,60,105,510,178.8 lbs.,"5'03""",Illusion Fox Pokemon,0.875,0.125,Zorua,Field,
572,572,Minccino,Minccino,Normal,,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,12.8 lbs.,"1'04""",Chinchilla Pokemon,0.5,0.5,,Field,
573,573,Cinccino,Cinccino,Normal,,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,16.5 lbs.,"1'08""",Scarf Pokemon,0.5,0.5,Minccino,Field,
574,574,Gothita,Gothita,Psychic,,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,12.8 lbs.,"1'04""",Fixation Pokemon,0.5,0.5,,Human-Like,
575,575,Gothorita,Gothorita,Psychic,,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,39.7 lbs.,"2'04""",Manipulate Pokemon,0.5,0.5,Gothita,Human-Like,
576,576,Gothitelle,Gothitelle,Psychic,,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,97.0 lbs.,"4'11""",Astral Body Pokemon,0.5,0.5,Gothorita,Human-Like,
577,577,Solosis,Solosis,Psychic,,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,2.2 lbs.,"1'00""",Cell Pokemon,0.5,0.5,,Amorphous,
578,578,Duosion,Duosion,Psychic,,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,17.6 lbs.,"2'00""",Mitosis Pokemon,0.5,0.5,Solosis,Amorphous,
579,579,Reuniclus,Reuniclus,Psychic,,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,44.3 lbs.,"3'03""",Multiplying Pokemon,0.5,0.5,Duosion,Amorphous,
580,580,Ducklett,Ducklett,Water,Flying,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,12.1 lbs.,"1'08""",Water Bird Pokemon,0.5,0.5,,Water 1,Flying
581,581,Swanna,Swanna,Water,Flying,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,53.4 lbs.,"4'03""",White Bird Pokemon,0.5,0.5,Ducklett,Water 1,Flying
582,582,Vanillite,Vanillite,Ice,,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,12.6 lbs.,"1'04""",Fresh Snow Pokemon,0.5,0.5,,Mineral,
583,583,Vanillish,Vanillish,Ice,,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,90.4 lbs.,"3'07""",Icy Snow Pokemon,0.5,0.5,Vanillite,Mineral,
584,584,Vanilluxe,Vanilluxe,Ice,,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,126.8 lbs.,"4'03""",Snowstorm Pokemon,0.5,0.5,Vanillish,Mineral,
585,585,Deerling,Deerling (Spring Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",Season Pokemon,0.5,0.5,,Field,
586,586,Sawsbuck,Sawsbuck (Spring Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",Season Pokemon,0.5,0.5,Deerling,Field,
